id,Easting,Northing,Longitude,Latitude
1195,708258.500,9323994.500,106.882,-6.113
1196,708259.000,9323994.500,106.882,-6.113
1197,708259.500,9323994.500,106.882,-6.113
1198,708260.000,9323994.500,106.882,-6.113
1199,708260.500,9323994.500,106.882,-6.113
1200,708261.000,9323994.500,106.882,-6.113
1201,708261.500,9323994.500,106.882,-6.113
1208,708243.500,9323994.000,106.882,-6.113
1209,708244.000,9323994.000,106.882,-6.113
1210,708244.500,9323994.000,106.882,-6.113
1211,708245.000,9323994.000,106.882,-6.113
1212,708245.500,9323994.000,106.882,-6.113
1213,708246.000,9323994.000,106.882,-6.113
1214,708246.500,9323994.000,106.882,-6.113
1215,708247.000,9323994.000,106.882,-6.113
1216,708247.500,9323994.000,106.882,-6.113
1217,708248.000,9323994.000,106.882,-6.113
1218,708248.500,9323994.000,106.882,-6.113
1219,708249.000,9323994.000,106.882,-6.113
1220,708249.500,9323994.000,106.882,-6.113
1221,708250.000,9323994.000,106.882,-6.113
1222,708250.500,9323994.000,106.882,-6.113
1223,708251.000,9323994.000,106.882,-6.113
1224,708251.500,9323994.000,106.882,-6.113
1225,708252.000,9323994.000,106.882,-6.113
1226,708252.500,9323994.000,106.882,-6.113
1227,708253.000,9323994.000,106.882,-6.113
1228,708253.500,9323994.000,106.882,-6.113
1229,708254.000,9323994.000,106.882,-6.113
1230,708254.500,9323994.000,106.882,-6.113
1231,708255.000,9323994.000,106.882,-6.113
1232,708255.500,9323994.000,106.882,-6.113
1233,708256.000,9323994.000,106.882,-6.113
1234,708256.500,9323994.000,106.882,-6.113
1235,708257.000,9323994.000,106.882,-6.113
1236,708257.500,9323994.000,106.882,-6.113
1237,708258.000,9323994.000,106.882,-6.113
1238,708258.500,9323994.000,106.882,-6.113
1239,708259.000,9323994.000,106.882,-6.113
1240,708259.500,9323994.000,106.882,-6.113
1241,708260.000,9323994.000,106.882,-6.113
1242,708260.500,9323994.000,106.882,-6.113
1252,708244.000,9323993.500,106.882,-6.113
1253,708244.500,9323993.500,106.882,-6.113
1254,708245.000,9323993.500,106.882,-6.113
1255,708245.500,9323993.500,106.882,-6.113
1256,708246.000,9323993.500,106.882,-6.113
1257,708246.500,9323993.500,106.882,-6.113
1258,708247.000,9323993.500,106.882,-6.113
1259,708247.500,9323993.500,106.882,-6.113
1260,708248.000,9323993.500,106.882,-6.113
1261,708248.500,9323993.500,106.882,-6.113
1262,708249.000,9323993.500,106.882,-6.113
1263,708249.500,9323993.500,106.882,-6.113
1264,708250.000,9323993.500,106.882,-6.113
1265,708250.500,9323993.500,106.882,-6.113
1266,708251.000,9323993.500,106.882,-6.113
1267,708251.500,9323993.500,106.882,-6.113
1268,708252.000,9323993.500,106.882,-6.113
1269,708252.500,9323993.500,106.882,-6.113
1270,708253.000,9323993.500,106.882,-6.113
1271,708253.500,9323993.500,106.882,-6.113
1272,708254.000,9323993.500,106.882,-6.113
1273,708254.500,9323993.500,106.882,-6.113
1274,708255.000,9323993.500,106.882,-6.113
1275,708255.500,9323993.500,106.882,-6.113
1276,708256.000,9323993.500,106.882,-6.113
1277,708256.500,9323993.500,106.882,-6.113
1278,708257.000,9323993.500,106.882,-6.113
1279,708257.500,9323993.500,106.882,-6.113
1280,708258.000,9323993.500,106.882,-6.113
1281,708258.500,9323993.500,106.882,-6.113
1282,708259.000,9323993.500,106.882,-6.113
1283,708259.500,9323993.500,106.882,-6.113
1284,708260.000,9323993.500,106.882,-6.113
1296,708244.500,9323993.000,106.882,-6.113
1297,708245.000,9323993.000,106.882,-6.113
1298,708245.500,9323993.000,106.882,-6.113
1299,708246.000,9323993.000,106.882,-6.113
1300,708246.500,9323993.000,106.882,-6.113
1301,708247.000,9323993.000,106.882,-6.113
1302,708247.500,9323993.000,106.882,-6.113
1303,708248.000,9323993.000,106.882,-6.113
1304,708248.500,9323993.000,106.882,-6.113
1305,708249.000,9323993.000,106.882,-6.113
1306,708249.500,9323993.000,106.882,-6.113
1307,708250.000,9323993.000,106.882,-6.113
1308,708250.500,9323993.000,106.882,-6.113
1309,708251.000,9323993.000,106.882,-6.113
1310,708251.500,9323993.000,106.882,-6.113
1311,708252.000,9323993.000,106.882,-6.113
1312,708252.500,9323993.000,106.882,-6.113
1313,708253.000,9323993.000,106.882,-6.113
1314,708253.500,9323993.000,106.882,-6.113
1315,708254.000,9323993.000,106.882,-6.113
1316,708254.500,9323993.000,106.882,-6.113
1317,708255.000,9323993.000,106.882,-6.113
1318,708255.500,9323993.000,106.882,-6.113
1319,708256.000,9323993.000,106.882,-6.113
1320,708256.500,9323993.000,106.882,-6.113
1321,708257.000,9323993.000,106.882,-6.113
1322,708257.500,9323993.000,106.882,-6.113
1323,708258.000,9323993.000,106.882,-6.113
1324,708258.500,9323993.000,106.882,-6.113
1325,708259.000,9323993.000,106.882,-6.113
1339,708244.500,9323992.500,106.882,-6.113
1340,708245.000,9323992.500,106.882,-6.113
1341,708245.500,9323992.500,106.882,-6.113
1342,708246.000,9323992.500,106.882,-6.113
1343,708246.500,9323992.500,106.882,-6.113
1344,708247.000,9323992.500,106.882,-6.113
1345,708247.500,9323992.500,106.882,-6.113
1346,708248.000,9323992.500,106.882,-6.113
1347,708248.500,9323992.500,106.882,-6.113
1348,708249.000,9323992.500,106.882,-6.113
1349,708249.500,9323992.500,106.882,-6.113
1350,708250.000,9323992.500,106.882,-6.113
1351,708250.500,9323992.500,106.882,-6.113
1352,708251.000,9323992.500,106.882,-6.113
1353,708251.500,9323992.500,106.882,-6.113
1354,708252.000,9323992.500,106.882,-6.113
1355,708252.500,9323992.500,106.882,-6.113
1356,708253.000,9323992.500,106.882,-6.113
1357,708253.500,9323992.500,106.882,-6.113
1358,708254.000,9323992.500,106.882,-6.113
1359,708254.500,9323992.500,106.882,-6.113
1360,708255.000,9323992.500,106.882,-6.113
1361,708255.500,9323992.500,106.882,-6.113
1362,708256.000,9323992.500,106.882,-6.113
1363,708256.500,9323992.500,106.882,-6.113
1364,708257.000,9323992.500,106.882,-6.113
1365,708257.500,9323992.500,106.882,-6.113
1366,708258.000,9323992.500,106.882,-6.113
1367,708258.500,9323992.500,106.882,-6.113
1383,708245.000,9323992.000,106.882,-6.113
1384,708245.500,9323992.000,106.882,-6.113
1385,708246.000,9323992.000,106.882,-6.113
1386,708246.500,9323992.000,106.882,-6.113
1387,708247.000,9323992.000,106.882,-6.113
1388,708247.500,9323992.000,106.882,-6.113
1389,708248.000,9323992.000,106.882,-6.113
1390,708248.500,9323992.000,106.882,-6.113
1391,708249.000,9323992.000,106.882,-6.113
1392,708249.500,9323992.000,106.882,-6.113
1393,708250.000,9323992.000,106.882,-6.113
1394,708250.500,9323992.000,106.882,-6.113
1395,708251.000,9323992.000,106.882,-6.113
1396,708251.500,9323992.000,106.882,-6.113
1397,708252.000,9323992.000,106.882,-6.113
1398,708252.500,9323992.000,106.882,-6.113
1399,708253.000,9323992.000,106.882,-6.113
1400,708253.500,9323992.000,106.882,-6.113
1401,708254.000,9323992.000,106.882,-6.113
1402,708254.500,9323992.000,106.882,-6.113
1403,708255.000,9323992.000,106.882,-6.113
1404,708255.500,9323992.000,106.882,-6.113
1405,708256.000,9323992.000,106.882,-6.113
1406,708256.500,9323992.000,106.882,-6.113
1407,708257.000,9323992.000,106.882,-6.113
1408,708257.500,9323992.000,106.882,-6.113
1427,708245.500,9323991.500,106.882,-6.113
1428,708246.000,9323991.500,106.882,-6.113
1429,708246.500,9323991.500,106.882,-6.113
1430,708247.000,9323991.500,106.882,-6.113
1431,708247.500,9323991.500,106.882,-6.113
1432,708248.000,9323991.500,106.882,-6.113
1433,708248.500,9323991.500,106.882,-6.113
1434,708249.000,9323991.500,106.882,-6.113
1435,708249.500,9323991.500,106.882,-6.113
1436,708250.000,9323991.500,106.882,-6.113
1437,708250.500,9323991.500,106.882,-6.113
1438,708251.000,9323991.500,106.882,-6.113
1439,708251.500,9323991.500,106.882,-6.113
1440,708252.000,9323991.500,106.882,-6.113
1441,708252.500,9323991.500,106.882,-6.113
1442,708253.000,9323991.500,106.882,-6.113
1443,708253.500,9323991.500,106.882,-6.113
1444,708254.000,9323991.500,106.882,-6.113
1445,708254.500,9323991.500,106.882,-6.113
1446,708255.000,9323991.500,106.882,-6.113
1447,708255.500,9323991.500,106.882,-6.113
1448,708256.000,9323991.500,106.882,-6.113
1449,708256.500,9323991.500,106.882,-6.113
1450,708257.000,9323991.500,106.882,-6.113
1471,708246.000,9323991.000,106.882,-6.113
1472,708246.500,9323991.000,106.882,-6.113
1473,708247.000,9323991.000,106.882,-6.113
1474,708247.500,9323991.000,106.882,-6.113
1475,708248.000,9323991.000,106.882,-6.113
1476,708248.500,9323991.000,106.882,-6.113
1477,708249.000,9323991.000,106.882,-6.113
1478,708249.500,9323991.000,106.882,-6.113
1479,708250.000,9323991.000,106.882,-6.113
1480,708250.500,9323991.000,106.882,-6.113
1481,708251.000,9323991.000,106.882,-6.113
1482,708251.500,9323991.000,106.882,-6.113
1483,708252.000,9323991.000,106.882,-6.113
1484,708252.500,9323991.000,106.882,-6.113
1485,708253.000,9323991.000,106.882,-6.113
1486,708253.500,9323991.000,106.882,-6.113
1487,708254.000,9323991.000,106.882,-6.113
1488,708254.500,9323991.000,106.882,-6.113
1489,708255.000,9323991.000,106.882,-6.113
1490,708255.500,9323991.000,106.882,-6.113
1491,708256.000,9323991.000,106.882,-6.113
1515,708246.500,9323990.500,106.882,-6.113
1516,708247.000,9323990.500,106.882,-6.113
1517,708247.500,9323990.500,106.882,-6.113
1518,708248.000,9323990.500,106.882,-6.113
1519,708248.500,9323990.500,106.882,-6.113
1520,708249.000,9323990.500,106.882,-6.113
1521,708249.500,9323990.500,106.882,-6.113
1522,708250.000,9323990.500,106.882,-6.113
1523,708250.500,9323990.500,106.882,-6.113
1524,708251.000,9323990.500,106.882,-6.113
1525,708251.500,9323990.500,106.882,-6.113
1526,708252.000,9323990.500,106.882,-6.113
1527,708252.500,9323990.500,106.882,-6.113
1528,708253.000,9323990.500,106.882,-6.113
1529,708253.500,9323990.500,106.882,-6.113
1530,708254.000,9323990.500,106.882,-6.113
1531,708254.500,9323990.500,106.882,-6.113
1532,708255.000,9323990.500,106.882,-6.113
1533,708255.500,9323990.500,106.882,-6.113
1558,708246.500,9323990.000,106.882,-6.113
1559,708247.000,9323990.000,106.882,-6.113
1560,708247.500,9323990.000,106.882,-6.113
1561,708248.000,9323990.000,106.882,-6.113
1562,708248.500,9323990.000,106.882,-6.113
1563,708249.000,9323990.000,106.882,-6.113
1564,708249.500,9323990.000,106.882,-6.113
1565,708250.000,9323990.000,106.882,-6.113
1566,708250.500,9323990.000,106.882,-6.113
1567,708251.000,9323990.000,106.882,-6.113
1568,708251.500,9323990.000,106.882,-6.113
1569,708252.000,9323990.000,106.882,-6.113
1570,708252.500,9323990.000,106.882,-6.113
1571,708253.000,9323990.000,106.882,-6.113
1572,708253.500,9323990.000,106.882,-6.113
1573,708254.000,9323990.000,106.882,-6.113
1574,708254.500,9323990.000,106.882,-6.113
1602,708247.000,9323989.500,106.882,-6.113
1603,708247.500,9323989.500,106.882,-6.113
1604,708248.000,9323989.500,106.882,-6.113
1605,708248.500,9323989.500,106.882,-6.113
1606,708249.000,9323989.500,106.882,-6.113
1607,708249.500,9323989.500,106.882,-6.113
1608,708250.000,9323989.500,106.882,-6.113
1609,708250.500,9323989.500,106.882,-6.113
1610,708251.000,9323989.500,106.882,-6.113
1611,708251.500,9323989.500,106.882,-6.113
1612,708252.000,9323989.500,106.882,-6.113
1613,708252.500,9323989.500,106.882,-6.113
1614,708253.000,9323989.500,106.882,-6.113
1615,708253.500,9323989.500,106.882,-6.113
1616,708254.000,9323989.500,106.882,-6.113
1646,708247.500,9323989.000,106.882,-6.113
1647,708248.000,9323989.000,106.882,-6.113
1648,708248.500,9323989.000,106.882,-6.113
1649,708249.000,9323989.000,106.882,-6.113
1650,708249.500,9323989.000,106.882,-6.113
1651,708250.000,9323989.000,106.882,-6.113
1652,708250.500,9323989.000,106.882,-6.113
1653,708251.000,9323989.000,106.882,-6.113
1654,708251.500,9323989.000,106.882,-6.113
1655,708252.000,9323989.000,106.882,-6.113
1656,708252.500,9323989.000,106.882,-6.113
1657,708253.000,9323989.000,106.882,-6.113
1690,708248.000,9323988.500,106.882,-6.113
1691,708248.500,9323988.500,106.882,-6.113
1692,708249.000,9323988.500,106.882,-6.113
1693,708249.500,9323988.500,106.882,-6.113
1694,708250.000,9323988.500,106.882,-6.113
1695,708250.500,9323988.500,106.882,-6.113
1696,708251.000,9323988.500,106.882,-6.113
1697,708251.500,9323988.500,106.882,-6.113
1698,708252.000,9323988.500,106.882,-6.113
1699,708252.500,9323988.500,106.882,-6.113
1733,708248.000,9323988.000,106.882,-6.113
1734,708248.500,9323988.000,106.882,-6.113
1735,708249.000,9323988.000,106.882,-6.113
1736,708249.500,9323988.000,106.882,-6.113
1737,708250.000,9323988.000,106.882,-6.113
1738,708250.500,9323988.000,106.882,-6.113
1739,708251.000,9323988.000,106.882,-6.113
1740,708251.500,9323988.000,106.882,-6.113
1777,708248.500,9323987.500,106.882,-6.113
1778,708249.000,9323987.500,106.882,-6.113
1779,708249.500,9323987.500,106.882,-6.113
1780,708250.000,9323987.500,106.882,-6.113
1781,708250.500,9323987.500,106.882,-6.113
1782,708251.000,9323987.500,106.882,-6.113
1821,708249.000,9323987.000,106.882,-6.113
1822,708249.500,9323987.000,106.882,-6.113
1823,708250.000,9323987.000,106.882,-6.113
1865,708249.500,9323986.500,106.882,-6.113
