id,Easting,Northing,Longitude,Latitude
1171,708246.500,9323994.500,106.882,-6.113
1172,708247.000,9323994.500,106.882,-6.113
1173,708247.500,9323994.500,106.882,-6.113
1174,708248.000,9323994.500,106.882,-6.113
1175,708248.500,9323994.500,106.882,-6.113
1176,708249.000,9323994.500,106.882,-6.113
1177,708249.500,9323994.500,106.882,-6.113
1178,708250.000,9323994.500,106.882,-6.113
1179,708250.500,9323994.500,106.882,-6.113
1180,708251.000,9323994.500,106.882,-6.113
1181,708251.500,9323994.500,106.882,-6.113
1182,708252.000,9323994.500,106.882,-6.113
1183,708252.500,9323994.500,106.882,-6.113
1184,708253.000,9323994.500,106.882,-6.113
1185,708253.500,9323994.500,106.882,-6.113
1186,708254.000,9323994.500,106.882,-6.113
1187,708254.500,9323994.500,106.882,-6.113
1188,708255.000,9323994.500,106.882,-6.113
1189,708255.500,9323994.500,106.882,-6.113
1190,708256.000,9323994.500,106.882,-6.113
1191,708256.500,9323994.500,106.882,-6.113
1192,708257.000,9323994.500,106.882,-6.113
1193,708257.500,9323994.500,106.882,-6.113
1194,708258.000,9323994.500,106.882,-6.113
