id,longitude,latitude,dist_to_prev_m,utm_x,utm_y
449,106.881813,-6.112463,0.4422510465461026,708252.9437196829,9323999.249930786
450,106.881818,-6.112463,0.5528138097538197,708253.4972461135,9323999.247994268
451,106.881822,-6.112463,0.44225104811729393,708253.9400672601,9323999.246445049
452,106.881827,-6.112463,0.5528138097538197,708254.4935936948,9323999.244508522
453,106.881831,-6.112463,0.44225104811729393,708254.9364148434,9323999.242959296
454,106.881836,-6.112463,0.5528138097538197,708255.489941281,9323999.24102276
455,106.88184,-6.112463,0.4422510465461026,708255.9327624306,9323999.239473527
456,106.881845,-6.112463,0.5528138097538197,708256.4862888696,9323999.23753698
457,106.881849,-6.112463,0.44225104811729393,708256.9291100227,9323999.23598774
458,106.881854,-6.112463,0.5528138097538197,708257.482636466,9323999.234051185
459,106.881858,-6.112463,0.4422510465461026,708257.9254576201,9323999.232501937
460,106.881863,-6.112463,0.5528138097538197,708258.4789840647,9323999.230565373
461,106.881868,-6.112463,0.5528138097538197,708259.0325105123,9323999.228628803
462,106.881872,-6.112463,0.44225104811729393,708259.4753316713,9323999.227079542
466,106.881759,-6.112468,12.505956572932241,708246.9636996835,9323998.71783827
467,106.881764,-6.112468,0.55281380458761,708247.5172260934,9323998.715901807
468,106.881768,-6.112468,0.4422510424131349,708247.9600472209,9323998.714352632
469,106.881773,-6.112468,0.55281380458761,708248.5135736322,9323998.712416159
470,106.881777,-6.112468,0.4422510439843262,708248.9563947634,9323998.710866977
471,106.881782,-6.112468,0.55281380458761,708249.509921179,9323998.708930494
472,106.881786,-6.112468,0.4422510439843262,708249.9527423123,9323998.707381304
473,106.881791,-6.112468,0.55281380458761,708250.5062687307,9323998.705444813
474,106.881795,-6.112468,0.4422510424131349,708250.9490898649,9323998.703895615
475,106.8818,-6.112468,0.55281380458761,708251.5026162846,9323998.701959115
476,106.881804,-6.112468,0.4422510439843262,708251.9454374225,9323998.70040991
477,106.881809,-6.112468,0.55281380458761,708252.4989638465,9323998.698473398
478,106.881813,-6.112468,0.4422510424131349,708252.9417849852,9323998.696924187
479,106.881818,-6.112468,0.55281380458761,708253.4953114106,9323998.694987666
480,106.881822,-6.112468,0.4422510439843262,708253.938132553,9323998.693438448
481,106.881827,-6.112468,0.55281380458761,708254.4916589826,9323998.69150192
482,106.881831,-6.112468,0.4422510439843262,708254.9344801272,9323998.689952692
483,106.881836,-6.112468,0.55281380458761,708255.4880065595,9323998.688016154
484,106.88184,-6.112468,0.4422510424131349,708255.930827705,9323998.68646692
485,106.881845,-6.112468,0.55281380458761,708256.484354139,9323998.684530372
486,106.881849,-6.112468,0.4422510439843262,708256.9271752879,9323998.68298113
487,106.881854,-6.112468,0.55281380458761,708257.480701726,9323998.681044573
488,106.881859,-6.112468,0.55281380458761,708258.0342281642,9323998.67910801
489,106.881863,-6.112468,0.4422510424131349,708258.4770493155,9323998.677558757
490,106.881868,-6.112468,0.55281380458761,708259.0305757578,9323998.675622186
491,106.881872,-6.112468,0.4422510439843262,708259.4733969126,9323998.674072925
495,106.881759,-6.112473,12.505956456291292,708246.9617650398,9323998.164831689
496,106.881764,-6.112473,0.5528137994213962,708247.5152914446,9323998.162895223
